numero;ano;data_pedido;recurso;situacao_pedido;orgao_solicitacao;descricao;arquivo_pedido;resposta;orgao_resposta;situacao_resposta;data_resposta;arquivos_resposta_pedido;arquivo_1o_recurso;descricao_1o_recurso;resposta_1o_recurso;orgao_1o_recurso;situacao_1o_recurso;data_resp_1o_recurso;arquivos_resposta_1o_recurso;arquivo_2o_recurso;descricao_2o_recurso;resposta_2o_recurso;orgao_2o_recurso;situacao_2o_recurso;data_resp_2o_recurso;arquivos_resposta_2o_recurso;motivo_pedido;sexo_solicitante;escolaridade_solicitante;profissao_solicitante;bairro_solicitante;cidade_solicitante;uf_solicitante;pais_solicitante;;;
20150028006002?;2015;07/08/2015;;Respondido;AUTARQUIA DE MANUTENCAO E LIMPEZA URBANA;Gostaria de ter acesso ao contrato nº 5002.6016/2010 (Licitação), firmado com a Empresa VITAL ENGENHARIA AMBIENTAL S/A, em sua integralidade, com todas as cláusulas contratuais disponíveis, para estudo e pesquisa.Att;;Prezado senhor,Favor comparecer ao endereço Avenida Governador Carlos de Lima Cavalcanti, 09, Derby, na Divisão de Contratos e Convênios para solicitar cópia do contrato.atenciosamente,;AUTARQUIA DE MANUTENCAO E LIMPEZA URBANA;Respondido;10/08/2015;;;;;;;;;;;;;;;;Estudo;M;Ensino Superior;Profissional autônomo;Gracas;Recife;Pernambuco;Brasil;;;
20150028103006?;2015;08/08/2015;1;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quantas autuações foram registradas por violação ao art. 162 do CTB em:a) 2013?b) 2014?c) 2015?;;Prezado Senhor, esta infração de trânsito não é de competência municipal. Aludida informação poderá ser obtida no Portal de  Dados Abertos do Recife. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/08/2015;;;Considerando que a pergunta NÃO foi respondida, insisto no pedido e ainda:1. acaso não haja autuações no período que se informe devidamente/2. acaso um agente de trânsito flagre condutor sem a devida habilitação, o que ele faz?3. que portal é esse?;Prezado ,A Companhia de Trânsito e Transporte Urbano respondeu a sua solicitação, segue arquivo em anexo com a solução para a demanda.Atenciosamente,Equipe do Portal da Transparência;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;01/09/2015;2015_2809_281_0_R.pdf;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150028203006?;2015;08/08/2015;1;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quantas autuações foram registradas por violação ao art. 163 do CTB em:a) 2013?b) 2014?c) 2015?;;Prezado Senhor, esta infração de trânsito não é de competência municipal. Aludida informação poderá ser obtida no Portal de  Dados Abertos do Recife. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/08/2015;;;Considerando que a pergunta NÃO foi respondida, insisto e solicito:1. caso não haja autuações no período que se informe devidamente/2. caso agente da CTTU flagre condutor sem a devida habilitação, o que ele faz?3. como obter a informação no portal?;Prezado ,A Companhia de Trânsito e Transporte Urbano respondeu a sua solicitação, segue arquivo em anexo com a solução para sua demanda.Atenciosamente,Equipe do Portal da Transparência;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;01/09/2015;2015_2803_282_0_R.pdf;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150028303006?;2015;08/08/2015;1;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quantas autuações foram registradas por violação ao art. 164 do CTB em:a) 2013?b) 2014?c) 2015?;;Prezado Senhor, esta infração de trânsito não é de competência municipal. Aludida informação poderá ser obtida no Portal de  Dados Abertos do Recife. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/08/2015;;;Considerando que a pergunta NÃO foi respondida, insisto e solicito:1. caso não haja autuações no período que se informe devidamente/2. caso agente da CTTU flagre condutor na situação aludida, o que ele faz?3. como obter a informação no portal?;Prezado ,A Companhia de Trânsito e Transporte Urbano respondeu a sua solicitação, segue arquivo em anexo com a solução para a demanda.Atenciosamente,Equipe do Portal da Transparência;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;01/09/2015;2015_2805_283_0_R.pdf;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150028403006?;2015;08/08/2015;1;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quantas autuações foram registradas por violação ao art. 165 do CTB em:a) 2013?b) 2014?c) 2015?;;Prezado Senhor, esta infração de trânsito não é de competência municipal. Aludida informação poderá ser obtida no Portal de  Dados Abertos do Recife. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/08/2015;;;Considerando que a pergunta NÃO foi respondida, insisto e solicito:1. caso não haja autuações no período que se informe devidamente/2. caso agente da CTTU flagre condutor sem a devida habilitação, o que ele faz?3. como obter a informação no portal?;Prezado ,A Companhia de Trânsito e Transporte Urbano respondeu a sua solicitação, segue arquivo em anexo com a solução para a demanda.Atenciosamente,Equipe do Portal da Transparência;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;01/09/2015;2015_2804_284_0_R.pdf;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150028503006?;2015;08/08/2015;1;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quantas autuações foram registradas por violação ao art. 166 do CTB em:a) 2013?b) 2014?c) 2015?;;Prezado Senhor, esta infração de trânsito não é de competência municipal. Aludida informação poderá ser obtida no Portal de  Dados Abertos do Recife. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/08/2015;;;Considerando que a pergunta NÃO foi respondida, insisto e solicito:1. caso não haja autuações no período que se informe devidamente/2. caso agente da CTTU flagre condutor na situação aludida, o que ele faz?3. como obter a informação no portal?;Prezado ,A Companhia de Trânsito e Transporte Urbano respondeu a sua solicitação, segue arquivo em anexo com a solução para a demanda.Atenciosamente,Equipe do Portal da Transparência;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;01/09/2015;2015_2806_285_0_R.pdf;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150028603006?;2015;08/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quantas autuações foram registradas por violação ao art. 167 do CTB em:a) 2013?b) 2014?c) 2015?;;Prezado Senhor, segue resposta. Atenciosamente.2013 / 8.509 infrações2014 / 8.086 infrações2015 / 4.524 infrações (até 13/08);AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/08/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150028703006?;2015;08/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quantas autuações foram registradas por violação ao art. 168 do CTB em:a) 2013?b) 2014?c) 2015?;;Prezado Senhor, segue resposta. Atenciosamente.2013 / 488 infrações2014 / 690 infrações2015 / 427 infrações (até 12/08);AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/08/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150028803006?;2015;08/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quantas autuações foram registradas por violação ao art. 169 do CTB em:a) 2013?b) 2014?c) 2015?;;Prezado Senhor, segue resposta. Atenciosamente.2013 / 377 infrações2014 / 2.337 infrações2015 / 938 infrações (até 12/08);AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/08/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150028903006?;2015;08/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quantas autuações foram registradas por violação ao art. 170 do CTB em:a) 2013?b) 2014?c) 2015?;;Senhor, segue resposta. Atenciosamente.2013 / 353 infrações2014 / 525 infrações2015 / 198 (até 13/08);AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;26/08/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150029003006?;2015;08/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quantas autuações foram registradas por violação ao art. 171 do CTB em:a) 2013?b) 2014?c) 2015?;;Prezado Senhor, segue resposta. Atenciosamente.2013 / 13 infrações2014 / 16 infrações2015 / 05 infrações (até 13/08);AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/08/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150029103006?;2015;08/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicitacao: Quantas autuações foram registradas por violação ao art. 172 do CTB em:a) 2013?b) 2014?c) 2015?;;Prezado Senhor, segue resposta. Atenciosamente2013 /  75 infrações2014 / 80 infrações2015 / 20 infrações(até 13/08);AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/08/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150029203006?;2015;08/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicitacao: Quantas autuações foram registradas por violação ao art. 173 do CTB em:a) 2013?b) 2014?c) 2015?;;Prezado Senhor, segue resposta. Atenciosamente.2013 / 2 infrações2014 / 6 infrações2015 / 14 infrações(até 13/08);AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/08/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150029303006?;2015;08/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicitacao: Quantas autuações foram registradas por violação ao art. 174 do CTB em:a) 2013?b) 2014?c) 2015?;;Prezado Senhor, segue resposta. Atenciosamente. 2013 / 7 infrações2014 / 8 infrações2015 / 11 infrações (até 13 de agosto);AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/08/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150029403006?;2015;08/08/2015;1;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicitacao: Quantas autuações foram registradas por violação ao art. 175 do CTB em:a) 2013?b) 2014?c) 2015?;;Prezado Senhor, esta infração de trânsito não é de competência municipal. Aludida informação poderá ser obtida no Portal de  Dados Abertos do Recife. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/08/2015;;;Considerando que a pergunta NÃO foi respondida, insisto e solicito:1. caso não haja autuações no período que se informe devidamente/2. caso agente da CTTU flagre condutor na situação aludida, o que ele faz?3. como obter a informação no portal?;Prezado ,A Companhia de Trânsito e Transporte Urbano respondeu a sua solicitação, segue arquivo em anexo com a solução para a demanda.Atenciosamente,Equipe do Portal da Transparência;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;01/09/2015;2015_2807_294_0_R.pdf;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150029503006?;2015;08/08/2015;1;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicitacao: Quantas autuações foram registradas por violação ao art. 176 do CTB em:a) 2013?b) 2014?c) 2015?;;Prezado Senhor, esta infração de trânsito não é de competência municipal. Aludida informação poderá ser obtida no Portal de  Dados Abertos do Recife. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/08/2015;;;Considerando que a pergunta NÃO foi respondida, insisto e solicito:1. caso não haja autuações no período que se informe devidamente/2. caso agente da CTTU flagre condutor na situação aludida, o que ele faz?3. como obter a informação no portal?;Prezado,A Companhia de Trânsito e Transporte Urbano respondeu a sua solicitação, segue arquivo em anexo com a solução para a demanda.Atenciosamente,Equipe do Portal da Transparência;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;01/09/2015;2015_2808_295_0_R.pdf;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150029603006?;2015;08/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicitacao: Quantas autuações foram registradas por violação ao art. 177 do CTB em:a) 2013?b) 2014?c) 2015?;;Senhor, segue resposta. Atenciosamente.2013 /  01 (uma) infração2014 / Não há registro2015 / Não há registro;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;26/08/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150029772065?;2015;09/08/2015;;Respondido;CONTROLADORIA GERAL DO MUNICIPIO;Boa Tarde! Sou formando do curso de ciências contábeis e irei fazer o meu TCC em cima do Portal da transparência. Há possibilidade de envio de relatório do número total de acessos no portal de transparência referente a 2015. E quais áreas são mais acessadas?;;Prezado Carlos,Em atenção ao seu pedido de acesso à informação, esta Controladoria envia em anexo os dados solicitados. Gostaríamos de antemão agradecer o estudo do nosso Portal, pois assim criamos a cada dia pesquisas que promovam uma cultura de transparência das informações públicas.Qualquer dúvida ou esclarecimento estamos à disposição.Equipe do Portal da Transparência;CONTROLADORIA GERAL DO MUNICIPIO;Respondido;10/08/2015;2015_2398_297_0_R.pdf;;;;;;;;;;;;;;;Estudo;M;Ensino Superior;Estudante;Santo Amaro;Recife;Pernambuco;Brasil;;;
20150029834002?;2015;10/08/2015;;Respondido;SECRETARIA DE SAÚDE;Solicito informação a respeito de contratos de profissionais para exercer a função de psicólogo no Nasf/ Secretaria de Saúde Recife)  período de contrato( data de entrada e renovação , caso haja) / quantitativo de contratados e de servidores nesta função.;;Boa tarde. Segue, em anexo, resposta da Secretaria de Saúde à solicitação de informação.;SECRETARIA DE SAÚDE;Respondido;26/08/2015;2015_2684_298_0_R.pdf;;;;;;;;;;;;;;;Outros;F;Pós-graduação;Empregado - setor privado;Pau Amarelo;Recife;Pernambuco;Brasil;;;
20150029969002?;2015;11/08/2015;;Respondido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Prezados, bom dia! Gostaria de solicitar, com fulcro na Lei de Acesso à Informação, informações sobre psicólogos contratados por esta prefeitura lotados nos NAFS. Quantos e quem são os contratados, vigência de cada contrato, data de entrada e renovação. Grata.;;Prezado, segue em anexo resposta a sua solicitação.;SECRETARIA DE SAÚDE;Respondido;31/08/2015;2015_2769_299_0_R.pdf;;;;;;;;;;;;;;;Outros;F;Mestrado/Doutorado;Profissional autônomo;Santo Amaro;Recife;Pernambuco;Brasil;;;
20150030048999?;2015;11/08/2015;;Respondido;SECRETARIA DE DESENVOLVIMENTO SOCIAL E DIREITOS HUMANOS;Lista da rede de atendimento à população (Nome, Endereço, Telefone) da Prefeitura do Recife para encaminhamento dos casos atendidos pelo AdoleScER (Saúde / PSF, CAPS e etc, Educação / Escolas etc, Esportes, Ass. Social / CRAS, CREAS, Segurança) nas RPAs 1 e 4.;;Seguem anexos com as informações solicitadas.;SECRETARIA DE DESENVOLVIMENTO SOCIAL E DIREITOS HUMANOS;Respondido;18/08/2015;2015_2584_300_0_R.pdf, 2015_2584_300_1_R.pdf, 2015_2584_300_2_R.pdf;;;;;;;;;;;;;;;Outros;M;Ensino Superior;Membro de ONG internacional;Cordeiro;Recife;Pernambuco;Brasil;;;
20150030234003?;2015;11/08/2015;;Respondido;SECRETARIA DE SAÚDE;Solicito cópia integral do Convênio de Gestão nº 382/2013, assinado pela Secretaria de Saúde com a CEASA, bem como que seja informada a data em que referido convênio foi publicado no Diário Oficial;;Bom dia. Conforme solicitado, segue, em anexo, o Contrato nº 382/2013 e 1º Termo Aditivo, segundo parecer da Secretaria Executiva de Administração e Finanças. Em tempo, informamos as datas das publicações dos extratos dos mesmos no Diário Oficial do Município:Contrato: DOM nº 13 de 07/01/20141º Termo Aditivo: DOM nº 63 de 09/06/2015;SECRETARIA DE SAÚDE;Respondido;17/08/2015;2015_2534_302_0_R.pdf;;;;;;;;;;;;;;;Outros;F;Pós-graduação;Servidor público municipal;Santo Amaro;Recife;Pernambuco;Brasil;;;
20150030320003?;2015;11/08/2015;;Respondido;SECRETARIA DE EDUCACAO;Solicito cópia completa do Convênio de Gestão nº 390/14, celebrado entre a SEDUC e a Ceasa, bem como que seja informada a data em que referido Convênio foi publicado no Diário Oficial.;;Prezada Sra. XXXXXXXXXX,O Extrato do Contrato 390/2014 entre a SER e a CEASA foi publicado no Diário Oficial do Município no dia 25/01/2014, Edição 10, conforme cópia eletrônica do inteiro teor, em anexo.  A cópia do Contrato 390/2014 segue por meio de arquivo eletrônico, em anexo.;SECRETARIA DE EDUCACAO;Respondido;18/08/2015;2015_2562_303_0_R.pdf;;;;;;;;;;;;;;;Outros;F;Pós-graduação;Servidor público municipal;Santo Amaro;Recife;Pernambuco;Brasil;;;
20150030403006?;2015;11/08/2015;2;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Acerca da cobrança do estacionamento na zona azul:1. Qual o valor arrecadado em:a) 2013?b) 2014?2. Qual a destinação dos recursos apurados?3. Quantas vagas de zona azul existem na cidade em cada bairro  da cidade?;;Complemento da resposta, anexo;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;02/09/2015;2015_2822_304_0_R.pdf, 2015_2823_304_0_R.pdf;;Considerando que não foi respondida, insisto:1. Quantas VAGAS de ESTACIONAMENTO zona azul existem na cidade? 2. Quais os bairros da cidade que possuem vagas de estacionamento zona azul?3. Favor indicar quantas vagas existem em cada bairro.;Prezado, Segue arquivo com as informações em anexo.atenciosamente, Equipe do Portal;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/09/2015;2015_3130_304_0_R.pdf;;Considerando que o PINF não foi respondido, insisto:Acerca da cobrança do estacionamento na zona azul: 2. Qual a destinação dos recursos apurados?;"Prezado XXXXXXXXXX,Segue a resposta da Companhia de Trânsito e Transporte Urbano:""Em atenção ao Ofício nº 007/2015 / CGAI, encaminhamos resposta relativa ao Protocolo nº 201500304030060, lembrando que referidas informações já foram prestadas anteriormente.""Atenciosamente,Equipe do Portal da Transparência.";AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;22/10/2015;2015_3352_304_0_R.pdf, 2015_3379_304_0_R.pdf, 2015_3379_304_1_R.pdf, 2015_3379_304_2_R.pdf;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
